Date,User,Tweet
2022-10-26 19:26:56+00:00,obidientHQ,"@Imudia_se2 Eeyah.. 

Your Mumu no too much?😂😂😭"
2022-10-26 19:26:54+00:00,Festeelo2,@el_bonga How u take even buy your phone open Twitter... And them allow u. Them suppose don close your account. Just imagine your tweet... Dammm disgusting. Read am again. Peter obi na your present president? Wait make them announce am fest. Until den shurrup
2022-10-26 19:26:45+00:00,truthangelist,"@realOOA @adeyanjudeji Yes, the men that said that the solution to climate change is like when rat eat poisoned holy communion in church. 😂 You will grow up to become such a man someday. Leave Obi to remain the good boy that he is. At least he doesn't talk nonsense like the men you know."
2022-10-26 19:26:40+00:00,Cj82490633,@smart_chado @dadamme @_ghodnation @lukemonowolabi @ruffydfire From his ass 😂😂😂😂
2022-10-26 19:26:32+00:00,JamesChanChan3,"@ruffydfire By there response u will know there principal ,e Dey pain some people,but what ruffy d fireeee said it true ,why are some people so pained ,they will never have sense in this life ..get sense now that is not late ,u ar saying shit"
2022-10-26 19:26:23+00:00,MySureStructure,"@avsammy86 @renoomokri PDP is crashing so he is double campaigning incase of necessity,very manipulative ."
2022-10-26 19:26:15+00:00,Adorablelookz,"@ruffydfire Yesterday a pdp ward chairman called my Mom to inform her where she would work for the forth coming election, unfortunately for him I picked the call and updated him that we're Obidient to take back our nation for a better Nigeria"
2022-10-26 19:26:10+00:00,ochubaignatius2,@fkeyamo Mr mugu
2022-10-26 19:25:48+00:00,Obidientsuppor1,@gyaigyyimii @Obidientsuppor1
2022-10-26 19:25:48+00:00,BenueMentor,@mindset_tweet 😂😂😂
2022-10-26 19:25:42+00:00,r_onyewenu,@KadunaResident You are right
2022-10-26 19:25:28+00:00,ochubaignatius2,@PeterObi please take note on this. https://t.co/WeTC86b1eg
2022-10-26 19:25:13+00:00,obidientHQ,@Jack_ng01 We full ground! ✊🏽
2022-10-26 19:24:49+00:00,HappyHe10069281,@_weyimi Make Atiku chọp PDP.
2022-10-26 19:24:42+00:00,MySureStructure,"@renoomokri You Are not an Economist but a Manipulative &amp; Incitive Fake Pastor.

What Nigeria need now is Coins,not redesigning of the Bill note,they just want LOOT.

Does CBN Governor want to put Buhari head of the Naira Note"
2022-10-26 19:24:30+00:00,ochubaignatius2,@DanBornoReal Please try to always tag @PeterObi in such vital info
2022-10-26 19:24:22+00:00,CosmasMechi,"@ChuksDan @BwalaDaniel Please don’t mind Bwala,they run out of ideas. Obidient we move to Aso rock 2023"
2022-10-26 19:24:22+00:00,gauchocarter10,"@donaldinho66 @Momopee2 @ruffydfire Or more like a lecturer saying since we've gotten the textbooks, there's no need to come to class to explain anything"
2022-10-26 19:23:48+00:00,Miscreantlife1,@DeleFarotimi Babe cap no b vote. 😂😂😂🤣 https://t.co/LaCdnyR7PV
2022-10-26 19:23:45+00:00,obidientHQ,"@ruffydfire You.. interview Emi Lo kan? 😅

You wan kill am? 😂"
2022-10-26 19:23:20+00:00,OgeFavourUche1,@is_salsu Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen Amen settled 🙏🏻
2022-10-26 19:22:58+00:00,ochubaignatius2,@Aisha11ug I dey craze?
2022-10-26 19:22:37+00:00,shubyjojo,@ChudeMedia @atiku This man sha no well how did you expect him to give you responsibility when you and your Oga wike distance your self from him. E no concern me Obidient we move...2023 LP
2022-10-26 19:22:32+00:00,iykeesth01,"@instablog9ja Everybody enter RCCG camp except you are not properly dress. So they should dress well. if you dress like masquerade, cover face, cover leg, cover hand they go send you back to ur house😂😂😂"
2022-10-26 19:22:22+00:00,ochubaignatius2,@Postsubman King Solomon of Nigeria
2022-10-26 19:22:14+00:00,Cj82490633,@ruffydfire This news made my night🎉🕺🎼 @ruffydfire please sir arisetv should do all it takes to make sure Tinubu @officialABAT gets on the show. Because that man can run away for Africa😂😂
2022-10-26 19:21:52+00:00,Festeelo2,@allibaloo Oga go sit down... Ambode was doing things differently from what baba instructed... He's a governor and not a poppet. Y'all be truthful for once. Godfatherism k!ll una dere. U people just open your mouth and start saying jack. Rest.
2022-10-26 19:21:42+00:00,truthangelist,"@kayfx0 @amobi_ray @speciesxs @adeyanjudeji Oga, oya you go and vote for those who have given you manifesto. The Buhari you are holding accountable for his manifesto, what have you done to him? Your father says something with his mouth and a stranger who documented his own, who will your trust? We know Peter Obi your rest."
2022-10-26 19:21:15+00:00,amagaji216,@alameeen_ghost Bid it The start is 10M then the higher u go
2022-10-26 19:21:10+00:00,LegacyNgLimited,"@peterobi4eva What!!!!
The whistle blower policy of PMB, how far? Wasn't it turned into a charade of mockery and self adulation."
2022-10-26 19:21:01+00:00,OlabodeAde123,@MobilePunch God bless you God bless a new Nigeria Forward ever to the Obidient family
2022-10-26 19:20:59+00:00,JamesChanChan3,"@ruffydfire Ruffy I pray so ,this vote buying is what will face this time ,but we will God in front of this battle,and u already know the answer.."
2022-10-26 19:20:49+00:00,BenueMentor,But Hate Being Called The Mother Of The Prostitute 😂😂😂 https://t.co/17rylWBqFA https://t.co/ffw1biErHB
2022-10-26 19:20:27+00:00,HappyHe10069281,@EmmanuelUzoch18 @FinPlanKaluAja1 Yeah I know...  our dear sarcastic Kalu.
2022-10-26 19:20:16+00:00,obidientHQ,"@Topboychriss If e didn’t dey, e didn’t dey.. 😁"
2022-10-26 19:20:05+00:00,opebanwo,"While I recognize @NgLabour has right to choose whoever they want, it doesn’t take a genius to imagine the impact if they had picked one of the young hardcore Obidient group leaders like @Morris_Monye @Jack_ng01 @Doc_steena @akintollgate @BishopPOEvang etc as new youth leader🤷🏿‍♂️ https://t.co/wUUyeSPB3f"
2022-10-26 19:20:04+00:00,ochubaignatius2,"@renoomokri By letting Northerners know that they don't need southerners abi, you are a disgrace to the south for supporting Atiku"
2022-10-26 19:19:57+00:00,jacobceestine,@papabenji_ More to come 😂😂
2022-10-26 19:19:57+00:00,lindadidirellz,😎😎 https://t.co/PROHyKSXWx
2022-10-26 19:19:45+00:00,obidientHQ,"When Atiku is ready, he will collapse what is left of his structure and back Peter Obi. 

There is NO WAY he will win the 2023 election as it stands!"
2022-10-26 19:19:05+00:00,Festeelo2,"@g_makuachukwu3 U mean the money dey share in Lagos?
Award 6billion but spend 1.2b for a project.
Madam quite this cràppy tweet.
It's irritating..."
2022-10-26 19:18:48+00:00,OyeeEkef,Power of Money https://t.co/1sPFxjYkVI
2022-10-26 19:18:44+00:00,amagaji216,I don catch whistle blower 2day
2022-10-26 19:18:42+00:00,HappyHe10069281,"@abikedabiri Madam Abike the ""Councullorship"" of Diasporans. 

I hope Nana khajidah isn't into cultism and drugs.... just like you Portrayed Nigerians living in Indonesia."
2022-10-26 19:18:21+00:00,LegacyNgLimited,"@itzz_blitz1 I like that line, ""political hallelujah boys"". You got that spot on!!
We call them, Ndi Oh Yes Members."
2022-10-26 19:18:05+00:00,obidientHQ,"@Topboychriss The game is the game! 😎

UNIFIRE isonu.. 😂😂"
2022-10-26 19:17:55+00:00,The_Seeker76,"@Da_illustrious That's the way it was done in 1984, but this is 2022!

These guys are smarter and the world is so much more dynamic. Which yeye stolen money will they hand over? They'll buy dollars and wait till you're done with your Naira make-up, then they'll change to the new notes as needed"
2022-10-26 19:17:33+00:00,Cj82490633,@OvieNews @officialABAT Thief’sssssssss
2022-10-26 19:17:28+00:00,GoldenSuny1,"@mosad03 @InnobabaCrew @AishaYesufu You may be leaving in sled deceit but won't know. The situation in Delta and Akwa Ibom in particular is not what you think. 
These states are fully Obidient in case you don't know."
2022-10-26 19:17:25+00:00,MrAyotee,@mzee_malangabi Straight
2022-10-26 19:16:59+00:00,RealNdJohn,"@channelstv Like palliatives u mean?
Another avenue for more looting... 
Last las #Obidient movement will conquer insha Allah

Good over evil"
2022-10-26 19:16:51+00:00,JamesChanChan3,@PreciousGreg8 @JamesChanChan3
2022-10-26 19:16:43+00:00,TryNaija,Healthcare investment can solve Nigeria’s challenges – Expert – Punch Newspapers https://t.co/dQNU6AFD4M
2022-10-26 19:16:42+00:00,truthangelist,"@adeyanjudeji Anybody can write a manifesto. Make una rest, there is manifesto that can be better than track record."
2022-10-26 19:16:38+00:00,Cj82490633,@TheNationNews @TheNationNews what kind of joke is this? Is it the same student that are out from school for the past 8 months? This is a fake news
2022-10-26 19:16:13+00:00,OmotolaJohn3,@JuanHeart2016 e good for am... even Frenkie
2022-10-26 19:16:06+00:00,Festeelo2,This is lovely 🌹. Obi is the next president. https://t.co/zbYQSyDMhJ
2022-10-26 19:15:38+00:00,OmotolaJohn3,@Ini0luwa They'll represent well
2022-10-26 19:15:32+00:00,gauchocarter10,@Spotlight_Abby 😂😂😂😂
2022-10-26 19:15:27+00:00,OmotolaJohn3,@Ini0luwa Hmm
2022-10-26 19:15:25+00:00,HappyHe10069281,"@FinPlanKaluAja1 Kalu Nwanne, why not become a Whistle Blower and get your Percentage naau ???"
2022-10-26 19:15:21+00:00,LegacyNgLimited,@CharlesIfeanyi0 @PillzMadaki @YarKafanchan Which one be Maximum frequency again. Una mongo kill person with vawulence servings.
2022-10-26 19:15:12+00:00,OmotolaJohn3,@JuanHeart2016 My guy!!!
2022-10-26 19:15:10+00:00,Ecloud_Shelters,"@OfforCG @yabaleftonline I am sorry if my response sounded defensive.. 
Actually, I don’t play snooker."
2022-10-26 19:15:00+00:00,lindadidirellz,🙏🙏🙏🙏 https://t.co/rTtlSA9TEF
2022-10-26 19:14:45+00:00,MySureStructure,@fkeyamo Are you pained for this.Who started it as he is emulating the pacesetter
2022-10-26 19:14:16+00:00,Dontee___,@tundealuko Because he is Obidient.. He took the Twitter irresponsible behaviour to TV
2022-10-26 19:14:16+00:00,ochubaignatius2,@Yhungpapi @Hanson4Promise @ekenyemjohn @AguRobbinson @Qdpaper2 If you claim Tinubu is not a terrorist what about shettima? He is all over the news about harboring and sponsoring boko haram
2022-10-26 19:14:12+00:00,Prince_Bamidele,@abikedabiri Your plan is to still have access to that Aso rock till 2027 but it won’t work 👌🏾. Na 2023 be una deadline 💯.
2022-10-26 19:13:55+00:00,JamesChanChan3,@Banky__moon @JamesChanChan3
2022-10-26 19:13:51+00:00,HappyHe10069281,@aidelomo_happy @MysteriousDoct3 @ShehuSani Mumu
2022-10-26 19:13:47+00:00,hamstringFCB,@Jack_ng01 OBIdient tailor o
2022-10-26 19:13:43+00:00,Festeelo2,@GalGadot I like u... Beautiful
2022-10-26 19:13:41+00:00,JamesChanChan3,@TheMiddleBorn @JamesChanChan3
2022-10-26 19:13:39+00:00,worldAdamu666,"@realqueserasera @toriola_rotimi @channelstv Oga rest,nobody is voting for criminals,that think the country is their pocket"
2022-10-26 19:13:38+00:00,OladeleAdedayo9,"@OOlusore As an Obidient, If SEGA, JAGS, RENO, DIPO, DEJI, etc never block you, you didn't press neck as you're suppose to... 3 dem block me from this list and more to come 😂😂😂"
2022-10-26 19:13:29+00:00,chinedu_egede,@Chimdimma92 😂😂😂 I dey tell you.
2022-10-26 19:13:11+00:00,Sunny64605564,@AyoBalo25975015 @DanBornoReal https://t.co/HW3O4WN3vr
2022-10-26 19:12:58+00:00,OBIdient_6788,Carally on the go https://t.co/4MaUZjZBOt
2022-10-26 19:12:58+00:00,JamesChanChan3,@GainmutualGain @JamesChanChan3
2022-10-26 19:12:54+00:00,Angela201045315,@onomeeboh Obidient Onomen! I will be here for you.
2022-10-26 19:12:33+00:00,JamesChanChan3,@Banky__moon @JamesChanChan3
2022-10-26 19:12:23+00:00,JamesChanChan3,@Banky__moon @
2022-10-26 19:12:13+00:00,Jey_Vamp,"Dear Nigerian men. You have all our support👏
May Hod be with y’all! https://t.co/0YLMePJkJS"
2022-10-26 19:12:06+00:00,OmotolaJohn3,Happy birthday dear 🥳😍👏 @ElizabethMaduk4
2022-10-26 19:11:42+00:00,OladeleAdedayo9,@OOlusore You're hereby promoted to Official Member of Obidient Neck Presser Association (Vawulence Department )😂😂😂
2022-10-26 19:11:42+00:00,sirimoikor,"@fkeyamo Are you a minister ? If things are really working well in this country, you ought to be fired by now."
2022-10-26 19:11:33+00:00,Ecloud_Shelters,"@BenHundeyin Although na cruise. But coming from an officer of the law like you, you suppose know sey na gross abuse of power."
2022-10-26 19:11:23+00:00,OmotolaJohn3,@JuanHeart2016 Faith nau 😂
2022-10-26 19:11:08+00:00,switzbitz_247,"He's now part of the corrupt block,that the  Obidient will breakdown come 2023. vote Peter Obi for president of the federal republic of Nigeria https://t.co/RkRwhCdlMS"
2022-10-26 19:11:07+00:00,Stkeypoint,"Barcelona already collecting likewise wotowoto, thinks are happening in spain..."
2022-10-26 19:10:39+00:00,Veraqueen30,@fkeyamo Mugu
2022-10-26 19:10:35+00:00,OmotolaJohn3,"Barca ti bere iya 
#BarcaBayern"
2022-10-26 19:10:30+00:00,JamesChanChan3,@sugakhay @JamesChanChan3
2022-10-26 19:10:30+00:00,Stkeypoint,"Wait, Bayern Leverkusen has scored against Atletico Madrid... Unrealllll.."
2022-10-26 19:10:25+00:00,Ibetechgeneral1,@DeeBabss ObiDient we are all born with violence we too dey pin neck 😜😜
2022-10-26 19:10:19+00:00,iamGracieGrace1,@SodiqTade INEC Chairman🙌🙌 Stay OBIdient okay.😁 https://t.co/cbrquu4hgs
2022-10-26 19:10:18+00:00,JamesChanChan3,@AjibadeResearch @JamesChanChan3
2022-10-26 19:10:17+00:00,gauchocarter10,@ihuomajay @lukemonowolabi @ruffydfire That last line wasn't necessary na 💔😂
2022-10-26 19:10:15+00:00,ZeusWasOnceHere,"@midasalien @instablog9ja Lmao, this one isn't Obidient. Read him at your peril."
2022-10-26 19:09:12+00:00,DanlaDanjuma,"@JSchuks @LekeOluwaseyi @Abubakar_SSadiq Typical IPOB/Obidient/ESN/UGM insanity-infected goon!

You were either not born or too little to know that whilst contesting for Lagos State Governor, Tinubu developed (&amp; fully implemented) a similar Manifesto to this current one.

You Obidient/ESN/UGM goons lack sense &amp; decorum!"
2022-10-26 19:09:02+00:00,sirimoikor,@HAHayatu That`s the waste Obi is coming to eradicate with his frugal stance to govt funds.
2022-10-26 19:08:45+00:00,UkachukwuJoshua,"@_nseobong Likeee!!
They said he had it easy..
Now they have won only Dinamo Kyiv and Viktoria Plzen in the last 2 years without Leo Messi..
Acknowledge the GOAT"
2022-10-26 19:08:34+00:00,TryNaija,Royal news: Meghan Markle is Nigerian and King Charles meets UK’s new PM – The Citizen https://t.co/XVrMH6yTZS
2022-10-26 19:08:26+00:00,DJKella_,@Felix__gerald Some of you are horrible
2022-10-26 19:08:09+00:00,Simon_MiLes1,@thequeentosin @IkejaElectric It's just crazy how the light has drastically gone worse esp in this heat period 🥱
2022-10-26 19:07:37+00:00,truthangelist,@firstladyship That cheque will bounce trust me Atiku doesn't disappoint.
2022-10-26 19:07:11+00:00,NwachukwuObed12,@PeterPsquare @NgLabour OBIDIENT 🔞
2022-10-26 19:06:56+00:00,sirimoikor,@DanBornoReal 🖐️
2022-10-26 19:06:47+00:00,world_franco,"@renoomokri @PeterObi @MobilePunch @pmnewsnigeria @nairaland @vanguardngrnews @AP @AFP @daily_trust @channelstv @ARISEtv Dear Reno, your fight against Buhari government shown that is for your own selfish interest. For you to be blind to see at this point and for the fact that you turned against Obidient in our effects to take back Nigeria from impostors, it shows that you are not a true democrat."
2022-10-26 19:06:42+00:00,Axondav,@Cleopatran_ @KadunaResident Obidient will always have fuel.
2022-10-26 19:06:18+00:00,OBIdient_6788,"@Realnoni4Real 6520683018
FCMB"
2022-10-26 19:05:50+00:00,mazi_ndi_mazi,@Realnoni4Real 3104337922
2022-10-26 19:05:27+00:00,sirimoikor,@FinPlanKaluAja1 You don hammer oooooooo. Double Consultancy fees please. But don`t forget we that are proffering ideas ooooo.
2022-10-26 19:05:13+00:00,Sunny64605564,@AyoBalo25975015 @DanBornoReal https://t.co/Nr7dnNXJ3X
2022-10-26 19:05:03+00:00,MrAyotee,"@mzee_malangabi Not true
Goal difference doesn't count in UCL, H2H counts"
2022-10-26 19:05:00+00:00,adefoworola,"No one:

Mr O: Obidient lawyer! 
           I have a new case for you o.

😂 I love it!"
2022-10-26 19:04:39+00:00,bioland2,"@alonika He's right though.

Some of these shenanigans will make his people see it as a WE vs THEM situation.

But as an Obidient, I need Atiku to be as strong as possible in the north. I don't want one candidate to get d bulk of that northerm votes, let them split it equally, if possible"
2022-10-26 19:04:13+00:00,JamesChanChan3,@sugakhay @JamesChanChan3
2022-10-26 19:04:06+00:00,Sunny64605564,@AyoBalo25975015 @DanBornoReal https://t.co/mBnT5eswpW
2022-10-26 19:03:59+00:00,KingsHappiness,This pressure will further increase Mikano and Agbado gang's BP oo. Obidient rocks 😃😃😃 https://t.co/xsDbZOOpFL
2022-10-26 19:03:54+00:00,Veraqueen30,@AnxiousBeat @ReshadRahman_ it wont change anything
2022-10-26 19:03:50+00:00,LegacyNgLimited,"@gagz142 @onyema007 @firstladyship Our leaders knows the right things to do to get this country functional but pecuniary gains have been placed above collective interest of the nation. What happened to the NIN linkage to mobile numbers? Wasn't it for such a purpose, have you heard anything about it's success?"
2022-10-26 19:03:46+00:00,ObidientAPP,@Qdpaper2 Because you score own goal
2022-10-26 19:03:46+00:00,obidientHQ,"@omonlakiki @atiku Which stupid empathy? 😂

You think it’s by throwing money around and faking stuff for the camera? 

E go soon clear for una eye.. No worry! 😁"
2022-10-26 19:03:37+00:00,Festeelo2,@el_ameedd I am open to fresh ideas... Put me in.
2022-10-26 19:02:58+00:00,BenueMentor,@frankie_willies @Jack_ng01 😂
2022-10-26 19:02:57+00:00,Veraqueen30,"@arxfxt_02 @ReshadRahman_ Its over bros, Inter is ahead of Barcelona in head to head"
2022-10-26 19:02:46+00:00,el_ameedd,"@Festeelo2 You won’t understand, you’re strictly Obidient"
2022-10-26 19:02:14+00:00,MappingReveals,@BwalaDaniel Housekeeping before the elections!
2022-10-26 19:02:03+00:00,Festeelo2,@el_ameedd How?
2022-10-26 19:01:41+00:00,CenteEngr,@Ade_Nurayn The man Dele Momodu gave a 99.9% definition of who Tinubu is politically.
2022-10-26 19:01:38+00:00,Ecloud_Shelters,"@OfforCG @yabaleftonline I don’t need to be a snooker in order to understand technical illustrations.
My analysis is practically possible and as well justified."
2022-10-26 19:01:31+00:00,Festeelo2,@TheTawah_ My brother... This country is finished. Na make this election come abeg
2022-10-26 19:01:19+00:00,IgweKingsleyUc4,"The way @OfficialAPCNg and @OfficialPDPNig attack @PeterObi these days makes one wonder if @NgLabour is the party in power??
APC is now playing opposition role in their Govt
Interesting 🤣🤣"
2022-10-26 19:01:13+00:00,OgarOdey9,"Association of Prefessional Criminals (APC) have lost touch with the current tide and dynamism of campaign. They thought that copying anything into paper and calling it manifesto is still in vogue, it outdated, so they have to start copying anything OBIDIENT do. https://t.co/yWnXDcma5x"
2022-10-26 19:01:01+00:00,Veraqueen30,@ReshadRahman_ We warned  you
2022-10-26 19:01:00+00:00,truthangelist,@gdarowolo @azureben @OvieNews @officialABAT Yorubas remember Owo incidence before you follow your tribe man. Shettima in APC and Atiku in PDP is not a coincidence. Who ever wins between Tinubu and Atiku Yorubas go see sheggey. You people are mixed with Muslims so they can easily infiltrate your region.
2022-10-26 19:00:59+00:00,Obidientsuppor1,@Arakunrin02 @Obidientsuppor1
2022-10-26 19:00:54+00:00,Emmybliss101,OBidient we are here again with another one.. OBIDATTI carally.. I know very soon there will copy us again @chude__ @firstladyship @VictorIsrael_ @_weyimi https://t.co/mYrQuRWYeB
2022-10-26 19:00:41+00:00,Veraqueen30,@ReshadRahman_ 🤣🤣🤣🤣🤣🤣🤣
2022-10-26 19:00:14+00:00,Matt_Odili,@AAdeleke_01 Sir the youth voted for you and not to PDP.
2022-10-26 19:00:09+00:00,BenueMentor,@RGS9ja @Oyinkitana 😂😂😂😂😂💔
2022-10-26 19:00:07+00:00,firstclassjerry,"My new OBIdient convert(Ex Agbadorian) just sent this to me.

The Ministry is moving to permanent site😁,Peter Obi is Coming.
#PeterObiForPresident https://t.co/UXapzZuOdY"
2022-10-26 18:59:52+00:00,TryNaija,Sunak re-appoints Nigeria’s Kemi Badenoch into new cabinet – P.M. News https://t.co/ru95BXYLIo
2022-10-26 18:59:49+00:00,AbatanSamson,"@GboyegaOyetola @OfficialAPCNg @officialABAT @KashimSM Sir,  kindly score your attached manife-stone in 2015 and revert! We are voting for Peter Obi in Osun. Know this Know peace! Peter obi is OK! Peter obi is coming! We're OBIdient and YUSful! https://t.co/dcrfD6H4os"
2022-10-26 18:59:21+00:00,ObidientAPP,@Qdpaper2 Un-Popular APC ad Tinubu E-thug Qudus admits that Peter Obi is synonymous to Competence. https://t.co/wdJTnRogE7
2022-10-26 18:59:10+00:00,LegacyNgLimited,@FS_Yusuf_ @PIFNigeria @akhynl1nks @LM4ANEWNIGERIA @kenkabulli @Polsaph @ElemSunny @DinidariAfrica @LegacyNgLimited
2022-10-26 18:59:01+00:00,israel_abah,Atlest let go to Europa with Pride 💙❤️
2022-10-26 18:58:22+00:00,Forwardman,@ChudeMedia Perfect
2022-10-26 18:58:09+00:00,Precious03k,"Finally my neighbor (from niger state) and his families of fifteen are now Obidient. He said he will help me  convince his brothers, I started this gospel since August. PO in arewa forum was an added advantage. We move"
2022-10-26 18:58:04+00:00,chykajen,@ruffydfire Impossible future tense. You wan kill am?
2022-10-26 18:58:02+00:00,Stkeypoint,@E_Chinemerem 🤣🤣🤣🤣
2022-10-26 18:57:35+00:00,WiserNigerian,@T4grace @adeosunm Savage NOT salvage... Ikor Mbakara🤦‍♂️
2022-10-26 18:57:23+00:00,worldAdamu666,@tinycans @elonmusk Is Tweeter HQ in his bedroom?
2022-10-26 18:57:18+00:00,ObidientAPP,Popular APC ad Tinubu Online-thug Qudus admits that Peter Obi is synonymous to Competence. https://t.co/3CxoSOTGXf
2022-10-26 18:56:56+00:00,truthangelist,"@gdarowolo @kolawole41taiwo @azureben @OvieNews @officialABAT Hope you remember the Owo, incident? That one na small; I see how the Fulanis love the Yorubas and them wan kill una finish 😂😂. You are an enemy of your own people.😂"
2022-10-26 18:56:53+00:00,Ecloud_Shelters,"@ruffydfire Very terrible!!
If we don’t get it right next, I dey Japa."
2022-10-26 18:56:09+00:00,LPsupporte,"@EzechiEmeka @olisametuh @osita_chidoka @_weyimi @magnificdude @valentineozigbo @PeterObi Does he have any electoral value that we should beg him? If he knows what's good, he will be Obidient."
2022-10-26 18:56:05+00:00,ObidientAPP,@rx_Arinzeyy E thug 😂😂
2022-10-26 18:54:54+00:00,jesuovie2,"@teeana_world You go explain tire ooo

After every campaign, you guys will keep coming here to explain to an audience that are already OBIdient 🤣🤣🤣🤣"
2022-10-26 18:54:41+00:00,LegacyNgLimited,@ReporteraNews @IruefiNG A great piece. Thanks for the write up.
2022-10-26 18:54:39+00:00,Obidient_34,"@SaharaReporters This MURIC man is a Mumu man! He has brain tumors! Anytime him brain touch, he go vomit rubbish! Getat!"
2022-10-26 18:54:26+00:00,BenueMentor,@Scylla027 @AishaYesufu EAT FINISH FIRST 😂
2022-10-26 18:54:20+00:00,AMAKZEE,@DanBornoReal This guy just became Obidient not to long ago and he has in-depth knowledge about Peter Obi. Well done 👍🏽
2022-10-26 18:54:09+00:00,Precious03k,"@Kempez2017 @Ozoadaz By now you should know you're useless Musa . We will never change our mind where PO de, rather we're winning souls for him everyday, I was so glad I was able to convert my neighbor from niger state, his families are now Obidient, cry more Musa https://t.co/i3VCNXXUah"
2022-10-26 18:53:33+00:00,Ecloud_Shelters,"@Mrpossidez Happy Birthday to you….
I like this door. https://t.co/iuhAlSZWYV"
2022-10-26 18:53:09+00:00,Belshagy,@sparoswagg What else should I expect from an Obidient?
2022-10-26 18:53:04+00:00,_heorshe_,@BenHundeyin How much did you stake? 😂😂😂
2022-10-26 18:52:46+00:00,ebenezer_uwaeme,@novieverest People wey no geh sense
2022-10-26 18:52:05+00:00,megadontee,@Democracy2dayy The result of the forthcoming presidential election will shock the money bags politicians. We will use every media to promote the right candidate. be  obidient
2022-10-26 18:52:01+00:00,Peter_Obidient,@KingTundednut What the boy did is not right 😳
2022-10-26 18:51:58+00:00,bishop_courage,What are u going there to do in the first place? https://t.co/8xxDrg7VI3
2022-10-26 18:51:49+00:00,saintIsaiah7,"Who is in charge of this for Ondo state please 
The #ObiDattiCarRally
@GeneralOria @FS_Yusuf_ @BOGbadams @YarKafanchan @PeterObi @DeleFarotimi 
Akure Ondo state 
#TakeBackNaija https://t.co/O9QQ8OLlyc"
2022-10-26 18:51:44+00:00,ovenseri_thomas,@brfootball Cry lord 🥲😂😂😂🥲 https://t.co/6ogYsyG8Id
2022-10-26 18:51:35+00:00,Macekeson1992,@HonFaruk @mbfaruk @zakson4me @Kandi_soft @kandi_saint @KuduJrIV @Saachi001 My vote is for bala Faruk
2022-10-26 18:51:22+00:00,idikaobiageri1,God help us. Cos we no get government. https://t.co/q9Y2pqPdTf
2022-10-26 18:50:58+00:00,Mike08782073,@Jack_ng01 Ikom LGA cross River State
2022-10-26 18:50:52+00:00,Sunny64605564,"@DanBornoReal 🔥 on bro, we got your back!"
2022-10-26 18:50:34+00:00,BenueMentor,@Scylla027 @mayen_eka @AishaYesufu ANOTHER ANIMAL 🦒
2022-10-26 18:50:33+00:00,lifeasafrica,@PeterObi na badguy o! U visit IDPs &amp; u no tell us make we use am pepper dem. If no be for pple way carry camera for #FloodingInNigeria victims we for no know anything. Thank you. And make sure I thank you again after you resume to aso rock. Constitution review asap. #Obidient
2022-10-26 18:50:29+00:00,igb_okwe,well…he got this one right. https://t.co/AHSw1oGYd9
2022-10-26 18:50:08+00:00,ahmani_jay,@sirOswald_ @tweetsbyzyl https://t.co/vtkJ9AnwDz
2022-10-26 18:50:02+00:00,female_dennis,"@IgweOdyssey I know him, we camped together at Wailo camp in Bauchi, in platoon 2 together. He's really obidient, always posting on WhatsApp.
#PeterObi4President2023"
2022-10-26 18:49:53+00:00,BenueMentor,@AdeWale35018792 @InnobabaCrew @AishaYesufu ANIMAL 🦒
2022-10-26 18:49:45+00:00,priscillamaduka,Bookmarked. https://t.co/4NT3d3PzVn
2022-10-26 18:49:31+00:00,_heorshe_,@FCBarcelona sọ pé ó ti lọ 😂😂
2022-10-26 18:49:29+00:00,Sunny64605564,https://t.co/i7xGm9guYq
2022-10-26 18:49:21+00:00,Matt_Odili,@hilkrest @AbiolaFathi @DansaukaSaeed @Ebay360 @IfedolapoOsun @Ifeanyi92272948 @AAdeleke_01 the mumu guy went Mute deaf and dump.
2022-10-26 18:49:15+00:00,Prinz_Ahmad,"@DreynationGrill @ezicandid @StFreakingKezy Sister leave this girl, she will never dance to your tunes. We all know obidient are worthless to argue with."
2022-10-26 18:49:05+00:00,worldAdamu666,@TheNationNews Is womanising a good way to a perfect life?
2022-10-26 18:48:37+00:00,Brucwee95,"@wolfintinct Yea, I guess thats the call for the whole Obidient movement. Anyways, I'll do my own part, hope and watch what the future will tell."
2022-10-26 18:48:37+00:00,YAIKUUB,"OBIdient and YUSful Nigerians. Please kindly remember that our very own @GRVlagos is our candidate for the coming Lagos State Gubernatorial Elections. 

Pls let's Retweet &amp; Trend this him!
#VoteGRVLagos #GRVLagosState #GRVForGovernor @GRVlagos2023 https://t.co/3ihzbHJkw2"
2022-10-26 18:48:21+00:00,EfffiongVictor,"If you're waiting for Atiku to become president so you could ramp ur lazy ass back into the corridors of politics in Nigeria. You're in for a grave shock. With Obi as president, u political destitute would never return from exile. 🤣🤣 Sycophant"
